date,demand,promo,holiday,dow
2026-04-01,214.91,0,0,2
2026-04-02,221.27,0,0,3
2026-04-03,216.69,0,0,4
2026-04-04,223.72,0,0,5
2026-04-05,246.8,0,0,6
2026-04-06,234.89,0,0,0
2026-04-07,217.0,0,0,1
2026-04-08,223.65,0,0,2
2026-04-09,221.39,0,0,3
2026-04-10,226.51,0,0,4
2026-04-11,236.34,0,0,5
2026-04-12,237.44,0,0,6
2026-04-13,214.59,0,0,0
2026-04-14,270.15,1,0,1
2026-04-15,217.19,0,0,2
2026-04-16,228.24,0,0,3
2026-04-17,222.61,0,0,4
2026-04-18,225.86,0,0,5
2026-04-19,238.8,0,0,6
2026-04-20,222.11,0,0,0
2026-04-21,215.86,0,0,1
2026-04-22,214.12,0,0,2
2026-04-23,223.46,0,0,3
2026-04-24,222.29,0,0,4
2026-04-25,242.32,0,0,5
2026-04-26,268.19,0,0,6
2026-04-27,220.69,0,0,0
2026-04-28,226.98,0,0,1
2026-04-29,218.86,0,0,2
2026-04-30,227.41,0,0,3
2026-05-01,203.88,0,0,4
2026-05-02,241.59,0,0,5
2026-05-03,288.1,1,0,6
2026-05-04,216.53,0,0,0
2026-05-05,226.36,0,0,1
2026-05-06,234.34,0,0,2
2026-05-07,230.17,0,0,3
2026-05-08,228.19,0,0,4
2026-05-09,245.26,0,0,5
2026-05-10,284.38,1,0,6
2026-05-11,213.95,0,0,0
2026-05-12,217.34,0,0,1
2026-05-13,225.58,0,0,2
2026-05-14,249.82,0,0,3
2026-05-15,216.69,0,0,4
2026-05-16,235.93,0,0,5
2026-05-17,230.7,0,0,6
2026-05-18,205.33,0,0,0
2026-05-19,215.57,0,0,1
2026-05-20,213.6,0,0,2
2026-05-21,206.85,0,0,3
2026-05-22,221.92,0,0,4
2026-05-23,227.89,0,0,5
2026-05-24,244.07,0,0,6
2026-05-25,215.54,0,0,0
2026-05-26,224.49,0,0,1
2026-05-27,206.01,0,0,2
2026-05-28,213.52,0,0,3
2026-05-29,222.14,0,0,4
2026-05-30,245.22,0,0,5
2026-05-31,231.96,0,0,6
2026-06-01,216.86,0,0,0
2026-06-02,212.42,0,0,1
2026-06-03,220.95,0,0,2
2026-06-04,204.76,0,0,3
2026-06-05,198.29,0,0,4
2026-06-06,244.53,0,0,5
2026-06-07,253.83,0,0,6
2026-06-08,262.62,1,0,0
2026-06-09,206.2,0,0,1
2026-06-10,216.54,0,0,2
2026-06-11,213.16,0,0,3
2026-06-12,224.41,0,0,4
2026-06-13,229.87,0,0,5
2026-06-14,275.98,1,0,6
2026-06-15,223.05,0,0,0
2026-06-16,203.98,0,0,1
2026-06-17,206.08,0,0,2
2026-06-18,210.36,0,0,3
2026-06-19,214.1,0,0,4
2026-06-20,212.82,0,0,5
2026-06-21,230.16,0,0,6
2026-06-22,202.62,0,0,0
2026-06-23,199.73,0,0,1
2026-06-24,200.11,0,0,2
2026-06-25,223.18,0,0,3
2026-06-26,231.9,1,0,4
2026-06-27,233.79,0,0,5
2026-06-28,222.53,0,0,6
2026-06-29,213.33,0,0,0
2026-06-30,223.19,0,0,1
2026-07-01,224.21,0,0,2
2026-07-02,223.44,0,0,3
2026-07-03,213.64,0,0,4
2026-07-04,237.82,0,0,5
2026-07-05,280.17,1,0,6
2026-07-06,202.57,0,0,0
2026-07-07,202.49,0,0,1
2026-07-08,201.82,0,0,2
2026-07-09,210.89,0,0,3
2026-07-10,256.84,1,0,4
2026-07-11,217.01,0,0,5
2026-07-12,225.04,0,0,6
2026-07-13,196.07,0,0,0
2026-07-14,188.56,0,0,1
2026-07-15,197.58,0,0,2
2026-07-16,202.11,0,0,3
2026-07-17,179.76,0,0,4
2026-07-18,218.76,0,0,5
2026-07-19,215.32,0,0,6
2026-07-20,195.65,0,0,0
2026-07-21,207.47,0,0,1
2026-07-22,210.52,0,0,2
2026-07-23,210.04,0,0,3
2026-07-24,214.51,0,0,4
2026-07-25,209.35,0,0,5
2026-07-26,214.74,0,0,6
2026-07-27,205.27,0,0,0
2026-07-28,232.63,1,0,1
2026-07-29,200.77,0,0,2
2026-07-30,192.08,0,0,3
2026-07-31,212.03,0,0,4
2026-08-01,271.73,1,0,5
2026-08-02,212.03,0,0,6
2026-08-03,192.75,0,0,0
2026-08-04,186.07,0,0,1
2026-08-05,189.04,0,0,2
2026-08-06,196.43,0,0,3
2026-08-07,204.06,0,0,4
2026-08-08,208.82,0,0,5
2026-08-09,231.29,0,0,6
2026-08-10,190.91,0,0,0
2026-08-11,206.77,0,0,1
2026-08-12,189.99,0,0,2
2026-08-13,192.43,0,0,3
2026-08-14,196.67,0,0,4
2026-08-15,215.0,0,0,5
2026-08-16,216.2,0,0,6
2026-08-17,203.59,0,0,0
2026-08-18,187.46,0,0,1
2026-08-19,194.03,0,0,2
2026-08-20,190.36,0,0,3
2026-08-21,182.57,0,0,4
2026-08-22,222.83,0,0,5
2026-08-23,209.0,0,0,6
2026-08-24,184.41,0,0,0
2026-08-25,244.92,1,0,1
2026-08-26,187.86,0,0,2
2026-08-27,178.6,0,0,3
2026-08-28,193.73,0,0,4
2026-08-29,213.26,0,0,5
2026-08-30,217.17,0,0,6
2026-08-31,180.0,0,0,0
